event_id	pos_id	mse_n	exon	intron	strand	gene_id	gene_name	label	ref_junction	ref_PSI	alt_junction	alt_PSI	dPSI	OR_junction	p_junction	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
MSE_930	MSE@chr13@54559198-54559324;54561693-54561871@54556651-54565182	2	chr13:54559198-54559324;chr13:54561693-54561871	chr13:54556651-54559198;chr13:54559324-54561693;chr13:54561871-54565182;chr13:54556651-54565182	-	ENSMUSG00000025871	4833439L19Rik	annotated	2325;2091;1105;735	0.7146000517732333	1684;1775;767;436	0.7636429345861945	0.04904288281296121	0.818992680207475;0.6988031043403277;0.8546062492793728	0.0036631807430005676;1.53399323173416e-07;0.043420659510090845	0.043420659510090845	0.2686193342573417	No	0.7024162780839339	0.7652811735941321	0.6817713697219362	0.7290322580645161	0.7955589586523737	0.7798833819241983	0.1867672965867858
MSE_1972	MSE@chr17@28823973-28824066;28828344-28828441;28831314-28831411@28821592-28835762	3	chr17:28823973-28824066;chr17:28828344-28828441;chr17:28831314-28831411	chr17:28821592-28823973;chr17:28824066-28828344;chr17:28828441-28831314;chr17:28831411-28835762;chr17:28821592-28835762	+	ENSMUSG00000063952	Brpf3	annotated	74;104;73;94;0	1.0	107;138;51;82;7	0.9310344827586207	-0.06896551724137934	inf;inf;inf;inf	0.04355390823857676;0.043652641276808145;0.0026941882131589585;0.005674751253644383	0.043652641276808145	0.26972792856649286	No	1.0	1.0	1.0	0.9097744360902256	0.8769230769230769	1.0	0.19301813593147762
MSE_76	MSE@chr10@28562107-28562142;28564095-28564106@28560165-28566495	2	chr10:28562107-28562142;chr10:28564095-28564106	chr10:28560165-28562107;chr10:28562142-28564095;chr10:28564106-28566495;chr10:28560165-28566495	+	ENSMUSG00000019889	Ptprk	annotated	0;0;0;71	0.0	16;12;7;104	0.10086455331412103	0.10086455331412103	0.0;0.0;0.0	0.0006259614392942572;0.0038568434113471746;0.04383705961449111	0.04383705961449111	0.27054030752421443	No	0.0	0.0		0.13333333333333333	0.17968750000000003	0.0	0.19231154100353087
MSE_4879	MSE@chr6@149183394-149183538;149184992-149185124@149171050-149188606	2	chr6:149183394-149183538;chr6:149184992-149185124	chr6:149171050-149183394;chr6:149183538-149184992;chr6:149185124-149188606;chr6:149171050-149188606	-	ENSMUSG00000068250	Amn1	annotated	1519;1412;1213;123	0.9182362065145137	814;930;694;46	0.9464285714285714	0.028192364914057744	0.6978885759373564;0.5678118716671038;0.6536632225111877	0.04419320614789264;0.001375291225250955;0.018752785944136922	0.04419320614789264	0.2724092682940065	No	0.8348880597014925	0.9561904761904761	0.9340836012861736	0.9514705882352941	0.9464922711058263	0.943127962085308	0.40906906315986413
MSE_770	MSE@chr12@70252020-70252043;70252443-70252484@70251260-70268062	2	chr12:70252020-70252043;chr12:70252443-70252484	chr12:70251260-70252020;chr12:70252043-70252443;chr12:70252484-70268062;chr12:70251260-70268062	-	ENSMUSG00000021071	Trim9	annotated	4;4;461;2120	0.06867769805242349	15;12;318;2018	0.053914674167838725	-0.014763023884584767	0.25383647798742137;0.3172955974842767;1.379936513587279	0.010216157852329603;0.04446907320349633;4.6939481099140255e-05	0.04446907320349633	0.27308208675141493	No	0.07140580172138986	0.0838774485183325	0.04585537918871252	0.07426528991262907	0.05555555555555555	0.034583181652712056	0.4872425121088865
MSE_772	MSE@chr12@70252020-70252043;70252443-70252484;70255038-70255226;70267234-70267266@70251260-70268062	4	chr12:70252020-70252043;chr12:70252443-70252484;chr12:70255038-70255226;chr12:70267234-70267266	chr12:70251260-70252020;chr12:70252043-70252443;chr12:70252484-70255038;chr12:70255226-70267234;chr12:70267266-70268062;chr12:70251260-70268062	-	ENSMUSG00000021071	Trim9	annotated	4;4;78;20;21;2120	0.01183928404959448	15;12;139;8;5;2018	0.01743110332067387	0.0055918192710793894	0.25383647798742137;0.3172955974842767;0.5341523008008687;2.3797169811320753;3.997924528301887	0.010216157852329603;0.04446907320349633;1.391421795354957e-05;0.03699135371333294;0.00266643388383438	0.04446907320349633	0.27308208675141493	No	0.006954387400286357	0.028443592201981466	0.0014765596160945	0.020670531888076632	0.015444015444015443	0.01537090666072622	0.6169013654714763
MSE_2749	MSE@chr1@125416256-125416380;125418249-125418304@125411374-125435285	2	chr1:125416256-125416380;chr1:125418249-125418304	chr1:125411374-125416256;chr1:125416380-125418249;chr1:125418304-125435285;chr1:125411374-125435285	-	ENSMUSG00000026341	Actr3	annotated	3048;2726;2584;0	1.0	2587;2154;2043;4	0.998234255444379	-0.0017657445556209517	inf;inf;inf	0.04451612099098408;0.0380564833330621;0.038111967790675806	0.04451612099098408	0.27308208675141493	No	1.0	1.0	1.0	1.0	0.9940149625935162	1.0	0.42264973081035273
MSE_6382	MSE@chrX@134718370-134718461;134718726-134718818@134718050-134718920	2	chrX:134718370-134718461;chrX:134718726-134718818	chrX:134718050-134718370;chrX:134718461-134718726;chrX:134718818-134718920;chrX:134718050-134718920	+	ENSMUSG00000033460	Armcx1	annotated	44;56;148;27	0.7537993920972644	34;23;66;3	0.9318181818181818	0.17801878972091734	0.1437908496732026;0.27053140096618356;0.24915824915824916	0.001228144807904005;0.044448987665622296;0.016961983758169395	0.044448987665622296	0.27308208675141493	No	0.7692307692307693	0.7983193277310924	0.7045454545454546	0.8636363636363636	0.9	1.0	0.035411140228885474
MSE_1469	MSE@chr15@79303574-79303602;79304305-79304469@79302697-79305703	2	chr15:79303574-79303602;chr15:79304305-79304469	chr15:79302697-79303574;chr15:79303602-79304305;chr15:79304469-79305703;chr15:79302697-79305703	-	ENSMUSG00000042632	Pla2g6	annotated	11;48;196;251	0.25297619047619047	40;59;111;101	0.4093567251461988	0.15638053467000834	0.11065737051792829;0.32736849213316227;0.7105272603280571	1.2709703947111431e-11;9.050989401773782e-07;0.04492848498908608	0.04492848498908608	0.27528124495711015	No	0.28865979381443296	0.2329113924050633	0.2553699284009546	0.41764705882352937	0.20958083832335328	0.5909090909090909	0.31304345282270046
MSE_1198	MSE@chr14@32805124-32805177;32806780-32806911;32808349-32808379@32786096-32816847	3	chr14:32805124-32805177;chr14:32806780-32806911;chr14:32808349-32808379	chr14:32786096-32805124;chr14:32805177-32806780;chr14:32806911-32808349;chr14:32808379-32816847;chr14:32786096-32816847	+	ENSMUSG00000041707	Tmem273	annotated	23;30;27;31;16	0.6342857142857142	21;11;8;16;0	1.0	0.36571428571428577	0.0;0.0;0.0;0.0	0.0004266826124566157;0.024198776258797378;0.04509346137468247;0.00632031179777714	0.04509346137468247	0.27563108567539163	No	1.0	0.09859154929577464	1.0	1.0	1.0	1.0	0.4226497308103744
MSE_5530	MSE@chr7@67651923-67651971;67660683-67661000@67647845-67662327	2	chr7:67651923-67651971;chr7:67660683-67661000	chr7:67647845-67651923;chr7:67651971-67660683;chr7:67661000-67662327;chr7:67647845-67662327	+	ENSMUSG00000030555	Ttc23	unannotated	45;16;235;198	0.3325842696629213	65;41;98;117	0.3675675675675676	0.03498329790464627	0.4090909090909091;0.23059866962305986;1.4169758812615956	8.256868968191299e-05;1.7624778433593887e-06;0.045040954014426676	0.045040954014426676	0.27563108567539163	No	0.2541436464088398	0.3695652173913043	0.3418013856812933	0.3313253012048193	0.26744186046511625	0.4746543778801843	0.6431096536568864
MSE_6424	MSE@chrX@159817242-159817298;159824475-159824549@159816706-159828374	2	chrX:159817242-159817298;chrX:159824475-159824549	chrX:159816706-159817242;chrX:159817298-159824475;chrX:159824549-159828374;chrX:159816706-159828374	+	ENSMUSG00000040990	Sh3kbp1	annotated	21;0;2;195	0.03782894736842106	32;3;7;106	0.11666666666666667	0.07883771929824561	0.35673076923076924;0.0;0.15531135531135531	0.0007217664861893368;0.045280464784017614;0.013153571889558634	0.045280464784017614	0.27644345883671445	No	0.010869565217391304	0.011363636363636364	0.11538461538461539	0.13812154696132597	0.19767441860465115	0.0	0.39839693746497534
MSE_4765	MSE@chr6@116284740-116284815;116285854-116285921;116287982-116288168;116305617-116305761@116273872-116313845	4	chr6:116284740-116284815;chr6:116285854-116285921;chr6:116287982-116288168;chr6:116305617-116305761	chr6:116273872-116284740;chr6:116284815-116285854;chr6:116285921-116287982;chr6:116288168-116305617;chr6:116305761-116313845;chr6:116273872-116313845	+	ENSMUSG00000042213	Zfand4	unannotated	1;0;0;41;52;5	0.7899159663865546	28;15;26;21;13;12	0.6319018404907976	-0.15801412589575703	0.08571428571428572;0.0;0.0;4.685714285714286;9.6	0.02047952458566777;0.045640989988876536;0.00642843637738703;0.011237342128459797;0.00014788834468928985	0.045640989988876536	0.2783120033927913	No	0.1935483870967742	1.0	1.0	1.0	0.6153846153846154	0.6039603960396039	0.9789041326559863
MSE_361	MSE@chr11@120619149-120619290;120619683-120619768@120619049-120620163	2	chr11:120619149-120619290;chr11:120619683-120619768	chr11:120619049-120619149;chr11:120619290-120619683;chr11:120619768-120620163;chr11:120619049-120620163	-	ENSMUSG00000025138	Sirt7	unannotated	214;162;190;1347	0.12285652268287388	379;81;229;1314	0.14877996113150507	0.025923438448631195	0.550810655164511;1.9510022271714922;0.8093677361628461	1.278885172626423e-10;1.6564487812853224e-06;0.04590195106227053	0.04590195106227053	0.27956969002169535	No	0.1111111111111111	0.13153638814016172	0.12097264437689968	0.17609663064208517	0.13178294573643412	0.13653136531365312	0.1859731546538275
MSE_1368	MSE@chr15@34114024-34114108;34114799-34114975;34116311-34116376@34099585-34117880	3	chr15:34114024-34114108;chr15:34114799-34114975;chr15:34116311-34116376	chr15:34099585-34114024;chr15:34114108-34114799;chr15:34114975-34116311;chr15:34116376-34117880;chr15:34099585-34117880	+	ENSMUSG00000022255	Mtdh	annotated	1485;1443;1044;971;8	0.9935678391959799	1239;1276;955;1023;1	0.9991105181231933	0.005542678927213385	0.14981840193704601;0.14135971786833856;0.13664921465968585;0.11864613880742914	0.04604103864594744;0.04219485785912912;0.04057075371055526;0.01873328936391452	0.04604103864594744	0.27974994944208254	No	1.0	0.9868959868959869	1.0	1.0	0.997291807718348	1.0	0.5129130114844364
MSE_1369	MSE@chr15@34114024-34114108;34116311-34116376@34099585-34117880	2	chr15:34114024-34114108;chr15:34116311-34116376	chr15:34099585-34114024;chr15:34114108-34116311;chr15:34116376-34117880;chr15:34099585-34117880	+	ENSMUSG00000022255	Mtdh	annotated	1485;25;971;8	0.9904191616766467	1239;26;1023;1	0.9986905281536447	0.008271366476997999	0.14981840193704601;0.1201923076923077;0.11864613880742914	0.04604103864594744;0.033239793682678286;0.01873328936391452	0.04604103864594744	0.27974994944208254	No	1.0	0.9805036555645816	1.0	1.0	0.9962453066332916	1.0	0.5059683359558536
MSE_4432	MSE@chr5@129859837-129859921;129860070-129860214@129858295-129862639	2	chr5:129859837-129859921;chr5:129860070-129860214	chr5:129858295-129859837;chr5:129859921-129860070;chr5:129860214-129862639;chr5:129858295-129862639	+	ENSMUSG00000025538	Sumf2	annotated	1606;1725;1286;7	0.9954721862871928	1200;1176;930;0	1.0	0.004527813712807194	0.0;0.0;0.0	0.02281427778902831;0.04634217215438981;0.04626526628682091	0.04634217215438981	0.2812452490604892	No	0.983733539891557	1.0	1.0	1.0	1.0	1.0	0.4226497308103795
MSE_1626	MSE@chr16@18540435-18540575;18540972-18541097@18499140-18544115	2	chr16:18540435-18540575;chr16:18540972-18541097	chr16:18499140-18540435;chr16:18540575-18540972;chr16:18541097-18544115;chr16:18499140-18544115	+	ENSMUSG00000000884	Gnb1l	annotated	155;119;38;0	1.0	119;101;25;4	0.953307392996109	-0.046692607003890996	inf;inf;inf	0.037279082714051656;0.046812507574839415;0.03098710990502036	0.046812507574839415	0.2837626497122532	No	1.0	1.0	1.0	0.9136690647482014	1.0	1.0	0.42264973081037527
MSE_5645	MSE@chr8@120659959-120660187;120660494-120660670@120659074-120660784	2	chr8:120659959-120660187;chr8:120660494-120660670	chr8:120659074-120659959;chr8:120660187-120660494;chr8:120660670-120660784;chr8:120659074-120660784	-	ENSMUSG00000031819	Emc8	annotated	503;91;102;2770	0.07728181212524983	424;58;94;1237	0.13435969209237228	0.05707787996712245	0.5297757305360671;0.7006535540893813;0.48457638835548045	2.1786834428418347e-17;0.04705702982769386;1.2768625606610518e-06	0.04705702982769386	0.2849068986013218	No	0.0915032679738562	0.12061902594446972	0.0489587948604342	0.1373011196228639	0.12195121951219512	0.13885429638854294	0.15229346493058693
MSE_2090	MSE@chr17@34435783-34435803;34436195-34436215@34434547-34437171	2	chr17:34435783-34435803;chr17:34436195-34436215	chr17:34434547-34435783;chr17:34435803-34436195;chr17:34436215-34437171;chr17:34434547-34437171	+	ENSMUSG00000057246	BC051142	annotated	3;3;5;27	0.11956521739130434	6;6;14;10	0.4642857142857143	0.34472049689441	0.18518518518518517;0.18518518518518517;0.13227513227513227	0.047374781129004416;0.047374781129004416;0.0014449178009677192	0.047374781129004416	0.28649127996356516	No	0.0	1.0	0.0	0.53125	0.375		0.7569574895450628
MSE_120	MSE@chr10@53634302-53634395;53635232-53635897;53638177-53638281;53640945-53641062;53646983-53647129@53633715-53647572	5	chr10:53634302-53634395;chr10:53635232-53635897;chr10:53638177-53638281;chr10:53640945-53641062;chr10:53646983-53647129	chr10:53633715-53634302;chr10:53634395-53635232;chr10:53635897-53638177;chr10:53638281-53640945;chr10:53641062-53646983;chr10:53647129-53647572;chr10:53633715-53647572	-	ENSMUSG00000019856	Fam184a	annotated	4;33;0;33;228;225;16	0.8449111470113085	43;52;2;86;396;368;3	0.9813471502590674	0.13643600324775884	0.01744186046511628;0.11899038461538461;0.0;0.07194767441860465;0.10795454545454546;0.11463994565217392	4.319330516975313e-09;0.0006180394639994258;0.04761904761904762;3.9869314931676555e-06;3.7246480943494674e-05;6.364663467146806e-05	0.04761904761904762	0.2876280535855004	No	1.0	0.7384196185286104	1.0	1.0	1.0	0.9387755102040817	0.5267933670876659
MSE_123	MSE@chr10@53635232-53635434;53638177-53638281;53640945-53641062@53633715-53647572	3	chr10:53635232-53635434;chr10:53638177-53638281;chr10:53640945-53641062	chr10:53633715-53635232;chr10:53635434-53638177;chr10:53638281-53640945;chr10:53641062-53647572;chr10:53633715-53647572	-	ENSMUSG00000019856	Fam184a	annotated	146;26;33;28;16	0.7845117845117845	99;78;86;22;3	0.9595959595959596	0.17508417508417506	0.2765151515151515;0.0625;0.07194767441860465;0.23863636363636365	0.04802402523162275;1.5534402911499733e-06;3.9869314931676555e-06;0.04805756512875474	0.04805756512875474	0.2880222598437582	No	1.0	0.6831683168316832	1.0	1.0	1.0	0.9032258064516129	0.5653410503388835
MSE_124	MSE@chr10@53635232-53635434;53638177-53638281;53640945-53641062;53646983-53647129@53633715-53647572	4	chr10:53635232-53635434;chr10:53638177-53638281;chr10:53640945-53641062;chr10:53646983-53647129	chr10:53633715-53635232;chr10:53635434-53638177;chr10:53638281-53640945;chr10:53641062-53646983;chr10:53647129-53647572;chr10:53633715-53647572	-	ENSMUSG00000019856	Fam184a	annotated	146;26;33;228;225;16	0.8915989159891599	99;78;86;396;368;3	0.9856046065259118	0.0940056905367519	0.2765151515151515;0.0625;0.07194767441860465;0.10795454545454546;0.11463994565217392	0.04802402523162275;1.5534402911499733e-06;3.9869314931676555e-06;3.7246480943494674e-05;6.364663467146806e-05	0.04802402523162275	0.2880222598437582	No	1.0	0.8135198135198135	1.0	1.0	1.0	0.9571428571428572	0.5246143569383105
MSE_125	MSE@chr10@53635232-53635434;53640945-53641062@53633715-53647572	2	chr10:53635232-53635434;chr10:53640945-53641062	chr10:53633715-53635232;chr10:53635434-53640945;chr10:53641062-53647572;chr10:53633715-53647572	-	ENSMUSG00000019856	Fam184a	annotated	146;150;28;16	0.8709677419354839	99;253;22;3	0.9765013054830287	0.10553356354754484	0.2765151515151515;0.11116600790513834;0.23863636363636365	0.04802402523162275;5.583759554503054e-05;0.04805756512875474	0.04805756512875474	0.2880222598437582	No	1.0	0.8235294117647058		1.0	1.0	0.9419354838709677	0.5758754976562743
MSE_126	MSE@chr10@53635232-53635434;53640945-53641062;53646983-53647129@53633715-53647572	3	chr10:53635232-53635434;chr10:53640945-53641062;chr10:53646983-53647129	chr10:53633715-53635232;chr10:53635434-53640945;chr10:53641062-53646983;chr10:53647129-53647572;chr10:53633715-53647572	-	ENSMUSG00000019856	Fam184a	annotated	146;150;228;225;16	0.9212792127921279	99;253;396;368;3	0.9893617021276596	0.06808248933553174	0.2765151515151515;0.11116600790513834;0.10795454545454546;0.11463994565217392	0.04802402523162275;5.583759554503054e-05;3.7246480943494674e-05;6.364663467146806e-05	0.04802402523162275	0.2880222598437582	No	1.0	0.8717434869739479	1.0	1.0	1.0	0.968503937007874	0.5327794200618775
MSE_1920	MSE@chr17@25931462-25931573;25931674-25931827;25932105-25932231;25934094-25934273@25931038-25934758	4	chr17:25931462-25931573;chr17:25931674-25931827;chr17:25932105-25932231;chr17:25934094-25934273	chr17:25931038-25931462;chr17:25931573-25931674;chr17:25931827-25932105;chr17:25932231-25934094;chr17:25934273-25934758;chr17:25931038-25934758	-	ENSMUSG00000025728	Pigq	annotated	2039;1414;1437;21;0;31	0.9694038689301224	1874;1464;1457;16;25;8	0.9917965545529123	0.022392685622789843	0.28078631183943265;0.2492508372994888;0.2545221068479199;0.3387096774193548;0.0	0.0005795450798867118;0.00014757301020739178;0.0002689367844463643;0.04807886255317528;3.6456436211402575e-11	0.04807886255317528	0.2880222598437582	No	1.0	1.0	0.9050826699326393	0.991652754590985	0.9739854318418314	1.0	0.5925848963673243
MSE_5518	MSE@chr7@65693851-65693943;65695143-65695327@65693569-65697696	2	chr7:65693851-65693943;chr7:65695143-65695327	chr7:65693569-65693851;chr7:65693943-65695143;chr7:65695327-65697696;chr7:65693569-65697696	+	ENSMUSG00000078681	Tm2d3	annotated	456;681;6781;0	1.0	244;387;3727;3	0.9979390886191893	-0.0020609113808106594	inf;inf;inf	0.04303161935116286;0.0480501757192915;0.044665168293148504	0.0480501757192915	0.2880222598437582	No	1.0	1.0	1.0	0.9963235294117647	0.9968814968814969	1.0	0.1862423245924054
MSE_5877	MSE@chr8@95126526-95126707;95129196-95129331@95110759-95134717	2	chr8:95126526-95126707;chr8:95129196-95129331	chr8:95110759-95126526;chr8:95126707-95129196;chr8:95129331-95134717;chr8:95110759-95134717	-	ENSMUSG00000031788	Kifc3	unannotated	985;823;118;965	0.3995021779713752	770;599;34;863	0.35145290581162325	-0.048049272159751966	1.1440078056658367;1.2287300941984483;3.1037488570557756	0.04775344923853812;0.0039953530666653496;1.573373916974503e-09	0.04775344923853812	0.2880222598437582	No	0.32103064066852366	0.3651126244106862	0.5203252032520326	0.3749082905355833	0.30284301606922126	0.3554945054945055	0.4462945013785204
MSE_1123	MSE@chr14@20358024-20358140;20359755-20359916@20356497-20363263	2	chr14:20358024-20358140;chr14:20359755-20359916	chr14:20356497-20358024;chr14:20358140-20359755;chr14:20359916-20363263;chr14:20356497-20363263	+	ENSMUSG00000039599	Fam149b	annotated	508;315;239;9	0.9752066115702479	405;273;292;24	0.9309021113243762	-0.044304500245871736	3.3448559670781894;3.076923076923077;2.182648401826484	0.0020025102467159735;0.0037828029577683248;0.048561123055116145	0.048561123055116145	0.2905706543461868	No	0.9224137931034483	1.0	1.0	0.9164086687306502	1.0	0.8955916473317865	0.4228509478222209
MSE_587	MSE@chr11@85801785-85801952;85814000-85814065@85583994-85825202	2	chr11:85801785-85801952;chr11:85814000-85814065	chr11:85583994-85801785;chr11:85801952-85814000;chr11:85814065-85825202;chr11:85583994-85825202	+	ENSMUSG00000059439	Bcas3	unannotated	539;233;94;16	0.9474835886214442	262;58;28;0	1.0	0.05251641137855578	0.0;0.0;0.0	0.002386351017889358;0.048883287897802566;0.04182299073450361	0.048883287897802566	0.2921562586640598	No	0.788546255506608	1.0	1.0	1.0	1.0	1.0	0.42264973081037427
MSE_3503	MSE@chr2@31044882-31044896;31048205-31048288@31040514-31052985	2	chr2:31044882-31044896;chr2:31048205-31048288	chr2:31040514-31044882;chr2:31044896-31048205;chr2:31048288-31052985;chr2:31040514-31052985	-	ENSMUSG00000075415	Fnbp1	annotated	441;36;27;687	0.19649122807017544	550;61;42;651	0.250575594781274	0.054084366711098564	0.759801508535133;0.5592383134082611;0.6091703056768559	0.0012385106400404438;0.00829862349026457;0.04913706980179972	0.04913706980179972	0.2933299377186876	No	0.2672811059907834	0.1712846347607053	0.13438735177865613	0.30120481927710846	0.291005291005291	0.20356037151702785	0.21773661442677436
MSE_4504	MSE@chr5@139339182-139339385;139339465-139342674@139338375-139345072	2	chr5:139339182-139339385;chr5:139339465-139342674	chr5:139338375-139339182;chr5:139339385-139339465;chr5:139342674-139345072;chr5:139338375-139345072	-	ENSMUSG00000045438	Cox19	unannotated	100;138;1164;0	1.0	87;115;913;4	0.9893522626441881	-0.010647737355811926	inf;inf;inf	0.049745059987609655;0.044722475412849676;0.03756614680990503	0.049745059987609655	0.2962671987607055	No	1.0	1.0	1.0	1.0	1.0	0.973568281938326	0.42264973081037593
MSE_5829	MSE@chr8@71965794-71965916;71966100-71966160@71951160-71967899	2	chr8:71965794-71965916;chr8:71966100-71966160	chr8:71951160-71965794;chr8:71965916-71966100;chr8:71966160-71967899;chr8:71951160-71967899	+	ENSMUSG00000052446	Zfp961	annotated	92;0;149;5	0.94140625	43;21;103;18	0.7556561085972852	-0.18575014140271484	7.702325581395349;0.0;5.207766990291262	4.018999988955516e-05;0.0497215490125303;0.0007161589507619776	0.0497215490125303	0.2962671987607055	No	1.0	0.8051948051948052	1.0	0.5333333333333333	0.7446808510638298	0.8372093023255814	0.11369191893068083
MSE_1544	MSE@chr15@99401580-99401663;99402061-99402169@99393040-99404414	2	chr15:99401580-99401663;chr15:99402061-99402169	chr15:99393040-99401580;chr15:99401663-99402061;chr15:99402169-99404414;chr15:99393040-99404414	+	ENSMUSG00000023010	Tmbim6	annotated	7920;20052;22212;10	0.9994025570558012	5889;15091;16533;17	0.9986423171121286	-0.0007602399436725804	2.286296484971982;2.258856271950169;2.2839412084921067	0.04937336943419758;0.04991305653697353;0.04951405061683063	0.04991305653697353	0.29692167509189143	No	1.0	0.9984703242912503	1.0	0.9980251609128145	0.9978558665872543	0.9996128282893463	0.2607465523502873
MSE_1552	MSE@chr16@13826883-13826904;13827060-13827125@13819436-13827388	2	chr16:13826883-13826904;chr16:13827060-13827125	chr16:13819436-13826883;chr16:13826904-13827060;chr16:13827125-13827388;chr16:13819436-13827388	+	ENSMUSG00000022681	Ntan1	unannotated	321;90;1914;534	0.5920550038197097	286;28;1258;299	0.6366950182260024	0.04464001440629273	0.6284473953013279;1.7997592295345104;0.8519051106625463	2.2131407994170622e-05;0.00948713514126465;0.05034619625880413	0.05034619625880413	0.29845598942284113	No	0.4925650557620818	0.48237885462555063	0.7642713230355943	0.6058174523570712	0.6096256684491979	0.6871569703622393	0.6206380297402391
MSE_1553	MSE@chr16@13826883-13826985;13827060-13827125@13819436-13827388	2	chr16:13826883-13826985;chr16:13827060-13827125	chr16:13819436-13826883;chr16:13826985-13827060;chr16:13827125-13827388;chr16:13819436-13827388	+	ENSMUSG00000022681	Ntan1	annotated	321;468;1914;534	0.6278745644599303	286;388;1258;299	0.6829268292682927	0.05505226480836245	0.6284473953013279;0.6753735665469709;0.8519051106625463	2.2131407994170622e-05;8.99759066046887e-05;0.05034619625880413	0.05034619625880413	0.29845598942284113	No	0.5453788509575354	0.5367936925098554	0.7781289506953225	0.6675126903553299	0.663594470046083	0.713855421686747	0.5198547621052022
MSE_1641	MSE@chr16@18815852-18816016;18817903-18818024@18815361-18821039	2	chr16:18815852-18816016;chr16:18817903-18818024	chr16:18815361-18815852;chr16:18816016-18817903;chr16:18818024-18821039;chr16:18815361-18821039	+	ENSMUSG00000005262	Ufd1	annotated	0;0;1747;9	0.9847801578354002	7;2;1355;1	0.9978054133138259	0.013025255478425701	0.0;0.0;0.14325543255432555	0.00041135335252982314;0.04545454545454545;0.050243133476696344	0.050243133476696344	0.29845598942284113	No	1.0	0.9620253164556962	1.0	1.0	0.9927007299270073	1.0	0.5057874688941418
MSE_2227	MSE@chr17@8318844-8318930;8319419-8319501@8311285-8320600	2	chr17:8318844-8318930;chr17:8319419-8319501	chr17:8311285-8318844;chr17:8318930-8319419;chr17:8319501-8320600;chr17:8311285-8320600	+	ENSMUSG00000073468	Sft2d1	annotated	7633;8059;6668;182	0.9761634506242906	3876;4347;3925;70	0.9830069590548631	0.006843508430572576	0.7574224021592443;0.7130470173948434;0.6534051935325821	0.05059839174983509;0.016248124093938277;0.0023381571699719185	0.05059839174983509	0.2992566919463626	No	0.9514925373134329	0.9894392758360573	0.975576289791438	0.9785172704296546	0.9768552534900808	0.9907937806873978	0.4759859580429532
MSE_5232	MSE@chr7@132831360-132831576;132837100-132837207@132827882-132850595	2	chr7:132831360-132831576;chr7:132837100-132837207	chr7:132827882-132831360;chr7:132831576-132837100;chr7:132837207-132850595;chr7:132827882-132850595	-	ENSMUSG00000030960	Eef1akmt2	annotated	672;784;808;301	0.7148721187243449	394;507;512;139	0.7721311475409836	0.05725902881663869	0.7876283791760122;0.7140956836842347;0.7287686877076412	0.05057978995173236;0.0042983712646837684;0.007333298522546787	0.05057978995173236	0.2992566919463626	No	0.7311522048364154	0.7706502636203866	0.6583710407239819	0.722488038277512	0.8683206106870229	0.7437407952871871	0.36418021730568256
MSE_902	MSE@chr13@33966045-33966126;33968190-33968277@33964800-33972312	2	chr13:33966045-33966126;chr13:33968190-33968277	chr13:33964800-33966045;chr13:33966126-33968190;chr13:33968277-33972312;chr13:33964800-33972312	+	ENSMUSG00000046949	Nqo2	annotated	109;128;687;61	0.8346883468834688	26;33;568;32	0.8672199170124482	0.03253157012897934	2.1992433795712483;2.0347739692001987;0.6344954975756176	0.01306262945351972;0.017116911644205247;0.05115365456070313	0.05115365456070313	0.302190953532015	No	0.9512195121951219	0.8986866791744841	0.4585365853658537	0.8388429752066116	0.9536082474226805	0.8327526132404182	0.5727829097208325
MSE_706	MSE@chr12@24878191-24878336;24882717-24882794@24831774-24934567	2	chr12:24878191-24878336;chr12:24882717-24882794	chr12:24831774-24878191;chr12:24878336-24882717;chr12:24882794-24934567;chr12:24831774-24934567	+	ENSMUSG00000020646	Mboat2	annotated	1674;1814;274;0	1.0	1434;1645;246;4	0.9964039556487864	-0.003596044351213634	inf;inf;inf	0.04548846529037287;0.05131496533685442;0.05116191451308205	0.05131496533685442	0.30279384858120795	No	1.0	1.0	1.0	0.9921465968586387	0.9964622641509434	1.0	0.23646420575438934
MSE_791	MSE@chr12@77364969-77365084;77365197-77365359@77332329-77393723	2	chr12:77364969-77365084;chr12:77365197-77365359	chr12:77332329-77364969;chr12:77365084-77365197;chr12:77365359-77393723;chr12:77332329-77393723	+	ENSMUSG00000021065	Fut8	unannotated	1895;1589;1603;33	0.9809101426918627	2143;1705;1767;20	0.9894273127753304	0.00851717008346764	0.5359238677017492;0.5648271572025237;0.5498104988767128	0.02722580827129855;0.05177531132931827;0.03753408639656439	0.05177531132931827	0.30481312217501094	No	1.0	1.0	0.9056244041944709	0.984966592427617	0.9916107382550335	0.9913916786226685	0.5770490937307516
MSE_2149	MSE@chr17@46321553-46321662;46322137-46322293@46316636-46323352	2	chr17:46321553-46321662;chr17:46322137-46322293	chr17:46316636-46321553;chr17:46321662-46322137;chr17:46322293-46323352;chr17:46316636-46323352	-	ENSMUSG00000032842	Abcc10	annotated	10;75;121;0	1.0	40;129;213;19	0.8701594533029614	-0.1298405466970386	inf;inf;inf	0.0517764755475361;0.0005041410507098788;0.00031976467682108013	0.0517764755475361	0.30481312217501094	No	1.0	1.0	1.0	1.0	0.9400000000000001	0.7874015748031497	0.2875386628689235
