event_id	pos_id	exon_a	exon_b	exon_c	intron_a	strand	gene_id	gene_name	label	ref_junction_a	ref_junction_a_start	ref_junction_a_end	ref_PSI	alt_junction_a	alt_junction_a_start	alt_junction_a_end	alt_PSI	dPSI	OR_junction_a_start	p_junction_a_start	OR_junction_a_end	p_junction_a_end	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
RI_3979	RI@chr1@93282382-93282692	chr1:93282269-93282382	chr1:93282692-93282988	chr1:93282269-93282988	chr1:93282382-93282692	+	ENSMUSG00000047793	Sned1	unannotated	35	12	17	0.29292929292929293	16	58	40	0.7538461538461538	0.4609168609168609	10.572916666666666	1.6303142739493316e-08	5.147058823529412	9.591994723678098e-05	9.591994723678098e-05	0.0007028402900016469	Yes		0.29292929292929293		0.7073170731707317	0.7894736842105263	0.7647058823529411	
RI_6079	RI@chr6@123286359-123288894	chr6:123286208-123286359	chr6:123288894-123288989	chr6:123286208-123288989	chr6:123286359-123288894	-	ENSMUSG00000030142	Clec4e	annotated	0	24	68	1.0	9	4	33	0.6727272727272727	-0.32727272727272727	0.0	5.747421176329114e-06	0.0	9.602844845058017e-05	9.602844845058017e-05	0.0007029358791153801	Yes	1.0	1.0	1.0	1.0	0.7857142857142857	0.25	0.28625357285367
RI_6885	RI@chr7@29155809-29156031	chr7:29155675-29155809	chr7:29156031-29156238	chr7:29155675-29156238	chr7:29155809-29156031	-	ENSMUSG00000030590	Fam98c	unannotated	70	233	120	0.716024340770791	5	85	58	0.934640522875817	0.21861618210502598	5.1072961373390555	9.892501271404158e-05	6.766666666666667	5.160670951754999e-06	9.892501271404158e-05	0.0007205576593730981	Yes	0.6595744680851063	0.8362573099415205	0.6491228070175439	0.8809523809523809	1.0	1.0	0.034873596516640876
RI_1163	RI@chr12@4110477-4110712	chr12:4107159-4110477	chr12:4110712-4111291	chr12:4107159-4111291	chr12:4110477-4110712	+	ENSMUSG00000020657	Dnajc27	unannotated	61	373	66	0.7825311942959001	31	463	150	0.9081481481481481	0.12561695385224803	2.4425322148231428	9.918988935324894e-05	4.472140762463343	7.814214350998185e-09	9.918988935324894e-05	0.0007217730683768036	Yes	0.9358288770053476	0.8280542986425339	0.5294117647058824	1.0	0.8271604938271605	0.9408284023668639	0.3250979491879474
RI_2493	RI@chr17@23822015-23822413	chr17:23821921-23822015	chr17:23822413-23822700	chr17:23821921-23822700	chr17:23822015-23822413	+	ENSMUSG00000039218	Srrm2	unannotated	54	95	267	0.7702127659574468	20	236	281	0.9281867145421903	0.15797394858474345	6.707368421052632	3.0098751710163936e-12	2.8415730337078653	0.0001009039291218307	0.0001009039291218307	0.0007335207641196064	Yes	0.8305084745762712	1.0	0.625531914893617	0.9433198380566802	0.9444444444444444	0.891566265060241	0.4249493393329257
RI_3277	RI@chr19@40299521-40311669	chr19:40299463-40299521	chr19:40311669-40311863	chr19:40299463-40311863	chr19:40299521-40311669	-	ENSMUSG00000025006	Sorbs1	unannotated	510	124	2	0.1099476439790576	675	265	103	0.21420256111757857	0.10425491713852097	1.614695340501792	0.00010477679839072853	38.91111111111111	1.7725853513625555e-21	0.00010477679839072853	0.0007571897383212217	Yes	0.13898305084745763	0.13687600644122383	0.0	0.24314442413162707	0.21673003802281368	0.1875968992248062	0.10193858705059151
RI_678	RI@chr11@51592093-51592169	chr11:51592006-51592093	chr11:51592169-51592285	chr11:51592006-51592285	chr11:51592093-51592169	+	ENSMUSG00000020359	Phykpl	annotated	176	22	29	0.12655086848635236	154	80	66	0.32158590308370044	0.19503503459734808	4.1558441558441555	1.498227614708776e-08	2.600985221674877	0.00010762957680114468	0.00010762957680114468	0.0007747646173642517	Yes	0.07954545454545454	0.07142857142857142	0.25217391304347825	0.39622641509433965	0.28378378378378377	0.31	0.05910582380576573
RI_149	RI@chr10@51493205-51494062	chr10:51493170-51493205	chr10:51494062-51494178	chr10:51493170-51494178	chr10:51493205-51494062	+	ENSMUSG00000112148	Lilrb4a	annotated	87	28	39	0.27800829875518673	84	123	97	0.5670103092783505	0.28900201052316377	4.549744897959184	1.017729918253765e-09	2.576007326007326	0.0001091201025866321	0.0001091201025866321	0.0007839614004370329	Yes	0.17647058823529413	0.5652173913043478	0.1320754716981132	0.5454545454545454	0.5315315315315315	0.6047904191616766	0.18658978697788442
RI_4616	RI@chr2@91649425-91649642	chr2:91649151-91649425	chr2:91649642-91649791	chr2:91649151-91649791	chr2:91649425-91649642	-	ENSMUSG00000075040	Zfp408	annotated	27	42	51	0.6326530612244898	0	23	41	1.0	0.36734693877551017	inf	0.00011545677903584725	inf	1.8102159785130502e-06	0.00011545677903584725	0.0008246592830455666	Yes	0.6	1.0	0.5714285714285714	1.0	1.0	1.0	0.1839884185691387
RI_1431	RI@chr13@60761884-60762357	chr13:60760635-60761884	chr13:60762357-60763191	chr13:60760635-60763191	chr13:60761884-60762357	+	ENSMUSG00000021559	Dapk1	unannotated	2	91	254	0.9885386819484241	25	116	231	0.8740554156171285	-0.11448326633129557	0.10197802197802198	0.00011805898004488837	0.07275590551181102	3.3421604945518686e-06	0.00011805898004488837	0.000838929669358511	Yes	0.9646017699115044	1.0	1.0	0.9310344827586207	0.7821782178217822	0.8947368421052632	0.10924860683049971
RI_2690	RI@chr17@28599869-28600243	chr17:28599471-28599869	chr17:28600243-28600456	chr17:28599471-28600456	chr17:28599869-28600243	-	ENSMUSG00000004865	Srpk1	annotated	198	321	218	0.5764705882352941	268	266	172	0.44969199178644764	-0.12677859644884643	0.612219277444553	9.196731031570038e-05	0.5829111324113379	0.00011807408485067626	0.00011807408485067626	0.000838929669358511	Yes	0.49019607843137253	0.5703703703703704	0.7053571428571429	0.4591194968553459	0.3569620253164557	0.5333333333333333	0.16446149894926976
RI_4621	RI@chr2@91885855-91886824	chr2:91885601-91885855	chr2:91886824-91886978	chr2:91885601-91886978	chr2:91885855-91886824	+	ENSMUSG00000040506	Ambra1	unannotated	5	124	226	0.9722222222222222	31	140	150	0.8238636363636364	-0.14835858585858586	0.18210197710718	0.00011813824920216947	0.10705109905795032	6.765420317680978e-08	0.00011813824920216947	0.000838929669358511	Yes	1.0	0.9565217391304348	1.0	0.6538461538461539	0.9024390243902439	0.891566265060241	0.1681638053271662
RI_2880	RI@chr17@35979255-35979349	chr17:35979127-35979255	chr17:35979349-35979707	chr17:35979127-35979707	chr17:35979255-35979349	-	ENSMUSG00000038500	Prr3	unannotated	16	34	40	0.6981132075471698	0	55	40	1.0	0.30188679245283023	inf	1.5726007762762156e-06	inf	0.00012035159586132679	0.00012035159586132679	0.0008538238457830545	Yes	0.2857142857142857	0.8461538461538461		1.0	1.0	1.0	0.3649450922530862
RI_7693	RI@chr9@105131562-105131643	chr9:105131293-105131562	chr9:105131643-105131824	chr9:105131293-105131824	chr9:105131562-105131643	-	ENSMUSG00000032565	Nudt16	unannotated	325	28	77	0.1390728476821192	116	46	61	0.31563421828908556	0.17656137060696636	4.602832512315271	4.060069797983374e-09	2.219547693685625	0.00012443108761557703	0.00012443108761557703	0.0008793767074866691	Yes	0.15328467153284672	0.15018315018315018	0.1246376811594203	0.14516129032258066	0.2857142857142857	0.4591194968553459	0.2311645685779753
RI_5189	RI@chr4@129618362-129618492	chr4:129617664-129618362	chr4:129618492-129619099	chr4:129617664-129619099	chr4:129618362-129618492	-	ENSMUSG00000040795	Iqcc	unannotated	505	155	145	0.22900763358778625	173	171	93	0.43278688524590164	0.2037792516581154	3.2203990303934367	9.046631292176684e-17	1.8722344030296991	0.00012636507176023399	0.00012636507176023399	0.000892188291891048	Yes	0.32653061224489793	0.40993788819875776	0.06711409395973154	0.35714285714285715	0.4012738853503185	0.48242811501597443	0.2917890047913101
RI_6759	RI@chr7@16178795-16179002	chr7:16178745-16178795	chr7:16179002-16179100	chr7:16178745-16179100	chr7:16178795-16179002	+	ENSMUSG00000041420	Meis3	annotated	69	173	273	0.7636986301369864	16	182	185	0.9197994987468672	0.15610086860988082	4.536849710982659	2.9711693618113128e-08	2.92239010989011	0.00012823887867703172	0.00012823887867703172	0.0009036852656245564	Yes	0.42857142857142855	0.7835497835497836	0.9004149377593361	0.9136690647482014	0.8823529411764706	0.9375	0.2812439106798329
RI_5482	RI@chr4@44916312-44924173	chr4:44908451-44916312	chr4:44924173-44926070	chr4:44908451-44926070	chr4:44916312-44924173	+	ENSMUSG00000035649	Zcchc7	unannotated	7	41	10	0.7846153846153846	0	116	81	1.0	0.2153846153846154	inf	0.00013241382353382293	inf	1.4057697848346e-06	0.00013241382353382293	0.0009304345386479695	Yes	1.0	0.7454545454545455		1.0	1.0	1.0	0.5000000000000007
RI_7590	RI@chr8@79659462-79661038	chr8:79659398-79659462	chr8:79661038-79661135	chr8:79659398-79661135	chr8:79659462-79661038	+	ENSMUSG00000036990	Otud4	unannotated	71	11	45	0.2828282828282828	71	56	115	0.5463258785942492	0.2634975957659664	5.090909090909091	2.1307400232573746e-06	2.5555555555555554	0.0001390150123963089	0.0001390150123963089	0.0009685019406683242	Yes	0.2857142857142857	0.43478260869565216	0.0	0.4864864864864865	0.5934959349593496	0.5344827586206896	0.1378113684771205
RI_7875	RI@chr9@121494532-121494734	chr9:121494317-121494532	chr9:121494734-121494860	chr9:121494317-121494860	chr9:121494532-121494734	-	ENSMUSG00000032532	Cck	unannotated	66	34	0	0.20481927710843373	5	18	5	0.696969696969697	0.4921504198612633	6.988235294117647	0.0001399996181897373	inf	1.364017225588963e-05	0.0001399996181897373	0.000973519535740534	Yes			0.20481927710843373	0.6774193548387096	1.0		
RI_1403	RI@chr13@55459147-55459782	chr13:55459013-55459147	chr13:55459782-55460956	chr13:55459013-55460956	chr13:55459147-55459782	+	ENSMUSG00000074886	Grk6	unannotated	251	40	94	0.21069182389937108	214	81	148	0.3485540334855403	0.13786220958616924	2.3751168224299066	4.178336374194309e-05	1.8466892026247763	0.00014059354332272074	0.00014059354332272074	0.0009758066475292325	Yes	0.18811881188118812	0.4860335195530726	0.03529411764705882	0.4051724137931034	0.23741007194244604	0.35664335664335667	0.5513014538684234
RI_3244	RI@chr19@29579968-29584175	chr19:29579765-29579968	chr19:29584175-29584213	chr19:29579765-29584213	chr19:29579968-29584175	+	ENSMUSG00000038658	Ric1	unannotated	158	60	32	0.22549019607843138	107	90	121	0.4964705882352941	0.27098039215686276	2.2149532710280373	0.000147671063367754	5.583528037383178	7.902004076780168e-15	0.000147671063367754	0.0010210795405071742	Yes	0.26	0.44	0.0	0.30973451327433627	0.6834532374100719	0.4682080924855491	0.2060436754205193
RI_7585	RI@chr8@74999708-74999813	chr8:74999560-74999708	chr8:74999813-74999891	chr8:74999560-74999891	chr8:74999708-74999813	+	ENSMUSG00000034518	Hmgxb4	annotated	228	0	15	0.03184713375796178	212	32	44	0.152	0.12015286624203822	inf	2.5951952841388947e-10	3.1547169811320757	0.00014790021198763772	0.00014790021198763772	0.0010217046539183529	Yes	0.0	0.022222222222222223	0.04888888888888889	0.25	0.16	0.0	0.26012961156864745
RI_5479	RI@chr4@44908486-44916184	chr4:44908451-44908486	chr4:44916184-44916312	chr4:44908451-44916312	chr4:44908486-44916184	+	ENSMUSG00000035649	Zcchc7	unannotated	0	62	70	1.0	18	85	83	0.8235294117647058	-0.17647058823529416	0.0	0.0001485827595182422	0.0	5.2434369221609585e-05	0.0001485827595182422	0.0010235392339497994	Yes	1.0	1.0		0.8202247191011236	0.7014925373134329	1.0	0.20755615600884003
RI_7730	RI@chr9@107331155-107331445	chr9:107329324-107331155	chr9:107331445-107336272	chr9:107329324-107336272	chr9:107331155-107331445	-	ENSMUSG00000032579	Hemk1	unannotated	284	114	110	0.2828282828282828	152	168	112	0.4794520547945205	0.1966237719662377	2.7534626038781163	8.735925145650717e-11	1.9023923444976076	0.00014849170609917552	0.00014849170609917552	0.0010235392339497994	Yes	0.4605263157894737	0.5212765957446809	0.12389380530973451	0.5126903553299492	0.6216216216216216	0.39855072463768115	0.3818501870146948
RI_905	RI@chr11@77973977-77974191	chr11:77973783-77973977	chr11:77974191-77974329	chr11:77973783-77974329	chr11:77973977-77974191	+	ENSMUSG00000000632	Sez6	annotated	216	20	3	0.05054945054945055	105	32	23	0.20754716981132076	0.15699771926187023	3.2914285714285714	0.00014936942619471957	15.771428571428572	2.3851437920045176e-08	0.00014936942619471957	0.0010270368389336275	Yes	0.0	0.17037037037037037	0.0	0.31868131868131866	0.18840579710144928	0.0	0.3704796601557638
RI_5675	RI@chr5@130024096-130024208	chr5:130024042-130024096	chr5:130024208-130024361	chr5:130024042-130024361	chr5:130024096-130024208	-	ENSMUSG00000025533	Asl	annotated	5	178	96	0.9647887323943662	18	87	52	0.7942857142857143	-0.17050301810865198	0.13576779026217228	4.282032933877774e-05	0.15046296296296297	0.0001498456778749174	0.0001498456778749174	0.0010283910269067026	Yes	0.8214285714285714	1.0	1.0	1.0	0.4146341463414634	0.8888888888888888	0.44246827756014084
RI_1432	RI@chr13@60935669-60935958	chr13:60935547-60935669	chr13:60935958-60936075	chr13:60935547-60936075	chr13:60935669-60935958	-	ENSMUSG00000044258	Ctla2a	annotated	235	4	0	0.008438818565400843	90	37	7	0.19642857142857142	0.18798975286317057	24.15277777777778	5.50831340169128e-15	inf	0.00015519991628646363	0.00015519991628646363	0.0010621674568155374	Yes	0.0425531914893617		0.0	0.25	0.2463768115942029	0.14782608695652175	0.016829144849076664
RI_4735	RI@chr3@138152341-138154693	chr3:138152192-138152341	chr3:138154693-138154798	chr3:138152192-138154798	chr3:138152341-138154693	+	ENSMUSG00000004127	Trmt10a	unannotated	91	0	0	0.0	82	13	18	0.15897435897435896	0.15897435897435896	inf	0.0001621495886793198	inf	4.525158203530779e-06	0.0001621495886793198	0.0011045971979967725	Yes	0.0	0.0		0.0	0.17647058823529413	0.2037037037037037	0.18559024429893894
RI_7461	RI@chr8@4250625-4250849	chr8:4250467-4250625	chr8:4250849-4250921	chr8:4250467-4250921	chr8:4250625-4250849	+	ENSMUSG00000089736	Tgfbr3l	annotated	60	234	124	0.7489539748953975	123	133	117	0.5040322580645161	-0.24492171683088138	0.2772566187200334	6.6993286133752135e-12	0.46026750590086546	0.0001632768411306306	0.0001632768411306306	0.0011112482976764915	Yes	0.96	0.49344978165938863	1.0	0.47085201793721976	0.4666666666666667	0.5714285714285714	0.18817282224066645
RI_5190	RI@chr4@129618635-129618874	chr4:129618492-129618635	chr4:129618874-129619099	chr4:129618492-129619099	chr4:129618635-129618874	-	ENSMUSG00000040795	Iqcc	unannotated	0	68	78	1.0	22	93	134	0.8376383763837638	-0.16236162361623618	0.0	2.267451175790446e-05	0.0	0.00016349891317629005	0.00016349891317629005	0.0011117322221885504	Yes	1.0	1.0		0.7169811320754716	0.9746835443037974	0.8604651162790697	0.1831642351546284
RI_4916	RI@chr3@88451467-88451688	chr3:88451345-88451467	chr3:88451688-88451786	chr3:88451345-88451786	chr3:88451467-88451688	-	ENSMUSG00000028064	Sema4a	annotated	106	125	81	0.49282296650717705	111	255	205	0.6744868035190615	0.1816638370118845	1.9481081081081082	0.0001655308237055816	2.4168613057501944	2.974359357427287e-06	0.0001655308237055816	0.0011234737196017537	Yes	0.5625	0.8120805369127517	0.1791907514450867	0.6018518518518519	0.688622754491018	0.7190635451505016	0.49758504113138446
RI_2387	RI@chr16@78576054-78576483	chr16:78575921-78576054	chr16:78576483-78576708	chr16:78575921-78576708	chr16:78576054-78576483	-	ENSMUSG00000022864	D16Ertd472e	unannotated	0	29	88	1.0	18	11	122	0.7869822485207101	-0.21301775147928992	0.0	1.537752984652122e-07	0.0	0.00017014113083807161	0.00017014113083807161	0.0011515802274738598	Yes	1.0	1.0	1.0	0.6470588235294118	0.6923076923076923	1.0	0.18541192661630096
RI_4204	RI@chr2@156746196-156748944	chr2:156745835-156746196	chr2:156748944-156749356	chr2:156745835-156749356	chr2:156746196-156748944	+	ENSMUSG00000061689	Dlgap4	annotated	20	68	95	0.8029556650246306	83	42	141	0.5243553008595988	-0.27860036416503176	0.148830616583983	2.30254585788346e-10	0.35764109067850347	0.00017139444419612357	0.00017139444419612357	0.0011589978760883875	Yes	0.7575757575757576	0.6981132075471698	1.0	0.4069767441860465	0.4177215189873418	0.8163265306122449	0.18086421451382442
RI_1525	RI@chr14@122478703-122478853	chr14:122478540-122478703	chr14:122478853-122480329	chr14:122478540-122480329	chr14:122478703-122478853	+	ENSMUSG00000061524	Zic2	unannotated	18	102	111	0.8554216867469879	41	62	78	0.6306306306306306	-0.2247910561163573	0.266857962697274	3.403806818965759e-05	0.3085036255767963	0.00017442907335074635	0.00017442907335074635	0.0011773562751190617	Yes	1.0	0.791907514450867	1.0	0.3684210526315789	1.0	0.6565656565656566	0.295421981832277
RI_8411	RI@chrX@73930262-73930408	chrX:73929116-73930262	chrX:73930408-73930517	chrX:73929116-73930517	chrX:73930262-73930408	-	ENSMUSG00000031387	Renbp	annotated	395	114	108	0.21936758893280633	417	63	38	0.10802139037433155	-0.11134619855847479	0.5234759560772435	0.0001766852788006129	0.33328892441602276	1.0223975717832942e-08	0.0001766852788006129	0.0011914930339631076	Yes	0.12612612612612611	0.1724137931034483	0.28166351606805295	0.0979020979020979	0.13004484304932734	0.10328638497652583	0.20980226539349803
RI_1784	RI@chr14@70310975-70315650	chr14:70310856-70310975	chr14:70315650-70315833	chr14:70310856-70315833	chr14:70310975-70315650	-	ENSMUSG00000022094	Slc39a14	unannotated	19	136	95	0.8587360594795539	0	167	66	1.0	0.1412639405204461	inf	5.044424535191461e-07	inf	0.0001855815172739467	0.0001855815172739467	0.0012441830129377494	Yes	1.0	1.0	0.3870967741935484	1.0	1.0	1.0	0.4226497308103744
RI_4519	RI@chr2@41110918-41111002	chr2:41110754-41110918	chr2:41111002-41111125	chr2:41110754-41111125	chr2:41110918-41111002	-	ENSMUSG00000049252	Lrp1b	unannotated	11	16	34	0.6944444444444444	0	65	47	1.0	0.3055555555555556	inf	2.425553894655188e-07	inf	0.0001888404335406254	0.0001888404335406254	0.0012607624230219089	Yes	1.0	0.3125		1.0	1.0	1.0	0.49999999999999956
RI_2253	RI@chr16@18251001-18251549	chr16:18250820-18251001	chr16:18251549-18251660	chr16:18250820-18251660	chr16:18251001-18251549	+	ENSMUSG00000022721	Trmt2a	annotated	87	95	82	0.5042735042735043	32	90	115	0.7620817843866171	0.25780828011311285	2.575657894736842	0.00019046386103732137	3.8128810975609757	6.455222431194326e-08	0.00019046386103732137	0.001269299432288538	Yes	0.7647058823529411	0.7894736842105263	0.2342857142857143	0.7454545454545455	0.6727272727272727	0.8269230769230769	0.49199877683461557
RI_6911	RI@chr7@30312388-30312506	chr7:30312237-30312388	chr7:30312506-30312707	chr7:30312237-30312707	chr7:30312388-30312506	+	ENSMUSG00000042831	Alkbh6	annotated	206	821	843	0.8015414258188824	193	500	367	0.6919393455706305	-0.10960208024825191	0.6500350261591765	0.0001926568667407332	0.4646740299571602	1.0742951209130276e-10	0.0001926568667407332	0.0012792832882585748	Yes	0.7674418604651163	0.7357798165137615	0.8506616257088847	0.6536082474226804	0.7718631178707225	0.6871287128712872	0.17688122352331107
RI_1709	RI@chr14@55493639-55493828	chr14:55493524-55493639	chr14:55493828-55493925	chr14:55493524-55493925	chr14:55493639-55493828	+	ENSMUSG00000022211	Carmil3	unannotated	121	49	44	0.27761194029850744	92	3	8	0.05641025641025641	-0.22120168388825104	0.08052351375332742	4.455126879226097e-08	0.2391304347826087	0.00019359126815987452	0.00019359126815987452	0.0012843298186750595	Yes	0.2682926829268293	0.42857142857142855	0.01694915254237288	0.033707865168539325	0.16	0.0	0.28357659581091466
RI_7361	RI@chr8@123248206-123248614	chr8:123248154-123248206	chr8:123248614-123248676	chr8:123248154-123248676	chr8:123248206-123248614	-	ENSMUSG00000001062	Vps9d1	annotated	226	12	10	0.046413502109704644	193	36	44	0.17167381974248927	0.1252603176327846	3.5129533678756477	0.00019382015439921323	5.152331606217617	8.738739709759547e-07	0.00019382015439921323	0.0012846909243886646	Yes	0.0	0.0873015873015873	0.0	0.08280254777070063	0.16923076923076924	0.25139664804469275	0.08501823958131499
RI_3146	RI@chr18@61157518-61157615	chr18:61157343-61157518	chr18:61157615-61157761	chr18:61157343-61157761	chr18:61157518-61157615	-	ENSMUSG00000024622	Hmgxb3	annotated	20	196	133	0.8915989159891599	69	164	168	0.7063829787234043	-0.18521593726575558	0.2425317953268264	5.666033493057718e-08	0.36613272311212813	0.00019736802289106086	0.00019736802289106086	0.0013035140094796163	Yes	0.9393939393939394	0.6964285714285714	1.0	0.6683937823834197	0.5905511811023622	0.8533333333333334	0.22517565632419959
RI_1341	RI@chr13@34899223-34899315	chr13:34899109-34899223	chr13:34899315-34899455	chr13:34899109-34899455	chr13:34899223-34899315	+	ENSMUSG00000021413	Prpf4b	unannotated	85	97	143	0.5853658536585366	42	174	161	0.7995226730310262	0.21415681937248965	3.630338733431517	7.545622275020294e-09	2.2785547785547786	0.00019946911424556244	0.00019946911424556244	0.0013162101767959873	Yes	0.5882352941176471	0.7766990291262136	0.0	0.781021897810219	0.7293233082706767	0.8791946308724832	0.2799904524859205
RI_5740	RI@chr5@138271594-138272536	chr5:138271279-138271594	chr5:138272536-138273654	chr5:138271279-138273654	chr5:138271594-138272536	-	ENSMUSG00000075593	Gal3st4	unannotated	26	111	49	0.7547169811320755	0	51	43	1.0	0.24528301886792447	inf	0.00020139760985746018	inf	1.2917936761631091e-06	0.00020139760985746018	0.001327745746634142	Yes	0.9191919191919192	0.42105263157894735	1.0	1.0	1.0	1.0	0.3483813383583846
RI_5554	RI@chr5@109555357-109555507	chr5:109555273-109555357	chr5:109555507-109555627	chr5:109555273-109555627	chr5:109555357-109555507	-	ENSMUSG00000033467	Crlf2	unannotated	206	257	149	0.4963325183374083	179	74	67	0.28256513026052105	-0.21376738807688728	0.331369693280873	1.1862777128376672e-11	0.5174909077274943	0.00020432275538018237	0.00020432275538018237	0.001344622672582362	Yes	0.3755656108597285	0.46579804560260585	0.6206896551724138	0.3717277486910995	0.29310344827586204	0.1875	0.0905525383128028
RI_8482	RI@chrX@8132247-8132802	chrX:8131385-8132247	chrX:8132802-8133039	chrX:8131385-8133039	chrX:8132247-8132802	-	ENSMUSG00000031166	Wdr13	unannotated	47	193	10	0.6835016835016835	4	271	10	0.972318339100346	0.28881665559866254	16.498704663212436	6.336598595808726e-13	11.75	0.00020701636717018287	0.00020701636717018287	0.0013610097113187201	Yes	0.6216216216216216	1.0	0.2978723404255319	0.9058823529411765	1.0	1.0	0.24481203336942506
RI_544	RI@chr11@120466732-120467182	chr11:120466654-120466732	chr11:120467182-120467607	chr11:120466654-120467607	chr11:120466732-120467182	-	ENSMUSG00000057594	Arl16	unannotated	79	450	88	0.7729885057471264	7	417	36	0.9700214132762313	0.19703290752910485	10.458095238095238	1.8766651717774247e-14	4.616883116883117	0.00020784090780770595	0.00020784090780770595	0.0013641180437575283	Yes	0.9591836734693877	1.0	0.5844875346260388	1.0	0.8947368421052632	1.0	0.47272252038987383
RI_1785	RI@chr14@70310975-70315664	chr14:70310856-70310975	chr14:70315664-70315833	chr14:70310856-70315833	chr14:70310975-70315664	-	ENSMUSG00000022094	Slc39a14	unannotated	46	136	97	0.7169230769230769	7	167	65	0.943089430894309	0.22616635397123208	8.069327731092438	9.43437470860363e-09	4.403534609720177	0.00020896051180847665	0.00020896051180847665	0.0013690259866171014	Yes	0.41025641025641024	1.0	1.0	0.9767441860465116	0.9230769230769231	0.926829268292683	0.553725367070353
RI_3899	RI@chr1@74968275-74968795	chr1:74968169-74968275	chr1:74968795-74968912	chr1:74968169-74968912	chr1:74968275-74968795	-	ENSMUSG00000026162	Nhej1	unannotated	208	59	97	0.2727272727272727	75	53	75	0.460431654676259	0.1877043819489863	2.4912994350282487	0.00012043431354825785	2.1443298969072164	0.00020894043049239001	0.00020894043049239001	0.0013690259866171014	Yes	0.4117647058823529	0.4393939393939394	0.0	0.3620689655172414	0.43661971830985913	0.6043956043956044	0.3324713559077581
RI_5630	RI@chr5@122559240-122559697	chr5:122559155-122559240	chr5:122559697-122560745	chr5:122559155-122560745	chr5:122559240-122559697	-	ENSMUSG00000029469	Ift81	unannotated	272	170	91	0.3242236024844721	142	156	133	0.5043630017452007	0.18013939926072858	1.7577464788732395	0.00021468699347922135	2.799566630552546	1.321614522645019e-09	0.00021468699347922135	0.0013978382139531265	Yes	0.2222222222222222	0.5271739130434783	0.13069908814589665	0.3197278911564626	0.518324607329843	0.6085106382978723	0.2754396391981176
RI_1382	RI@chr13@50432346-50432428	chr13:50432171-50432346	chr13:50432428-50432555	chr13:50432171-50432555	chr13:50432346-50432428	+	ENSMUSG00000037816	Fbxw17	unannotated	88	41	20	0.25738396624472576	55	68	52	0.5217391304347826	0.26435516419005683	2.653658536585366	0.00021558717311044644	4.16	3.170626443837752e-06	0.00021558717311044644	0.0014024593134146005	Yes	0.21428571428571427	0.2631578947368421		0.38095238095238093	0.5533980582524272	0.7209302325581395	0.07844235202591661
RI_3483	RI@chr19@6840405-6840493	chr19:6840380-6840405	chr19:6840493-6840636	chr19:6840380-6840636	chr19:6840405-6840493	-	ENSMUSG00000024952	Rps6ka4	unannotated	129	5	0	0.019011406844106463	129	57	13	0.21341463414634146	0.194403227302235	11.4	1.5473255004180434e-10	inf	0.00021688712058642968	0.00021688712058642968	0.0014096705701663445	Yes	0.06666666666666667	0.0	0.0	0.30357142857142855	0.23076923076923078	0.15789473684210525	0.021435906415561926
RI_4989	RI@chr3@94488279-94488527	chr3:94488139-94488279	chr3:94488527-94488670	chr3:94488139-94488670	chr3:94488279-94488527	+	ENSMUSG00000028137	Celf3	annotated	218	98	70	0.2781456953642384	153	27	18	0.1282051282051282	-0.1499405671591102	0.39255702280912363	6.425511625705128e-05	0.3663865546218487	0.00022236229735929022	0.00022236229735929022	0.0014427100949372803	Yes	0.2553191489361702	0.15463917525773196	0.31234866828087166	0.13178294573643412	0.08333333333333333	0.20512820512820512	0.16304071536438974
RI_3559	RI@chr1@127868829-127868925	chr1:127868802-127868829	chr1:127868925-127868980	chr1:127868802-127868980	chr1:127868829-127868925	+	ENSMUSG00000036104	Rab3gap1	unannotated	175	0	27	0.07161803713527852	147	11	59	0.19230769230769232	0.1206896551724138	inf	0.00022708828311800852	2.601410934744268	0.00015957492932370949	0.00022708828311800852	0.0014694886791573065	Yes	0.08823529411764706	0.06224066390041494		0.17829457364341086	0.0196078431372549	0.25	0.39066792703309733
RI_5167	RI@chr4@126506878-126507011	chr4:126506744-126506878	chr4:126507011-126507326	chr4:126506744-126507326	chr4:126506878-126507011	-	ENSMUSG00000042500	Ago4	unannotated	37	0	4	0.05128205128205128	37	14	32	0.38333333333333336	0.3320512820512821	inf	0.00023017793247153293	8.0	5.3814910504861174e-05	0.00023017793247153293	0.0014855655519021636	Yes	0.125	0.0		0.4925373134328358	0.13043478260869565	1.0	0.19330735095924367
RI_7695	RI@chr9@105396705-105396798	chr9:105396545-105396705	chr9:105396798-105397858	chr9:105396545-105397858	chr9:105396705-105396798	+	ENSMUSG00000032567	Aste1	annotated	21	137	44	0.8116591928251121	4	169	162	0.976401179941003	0.16474198711589083	6.476277372262774	0.0002311526618343301	19.329545454545453	9.435204316704666e-10	0.0002311526618343301	0.0014905500890963284	Yes	0.4246575342465753	1.0	1.0	1.0	1.0	0.948051948051948	0.4592333953671215
